count haswon operator
96151 1 SWAT-THERMITE
29412 0 BOPE-CAPITAO
88645 0 BOPE-CAVEIRA
64962 0 G.E.O.-JACKAL
57084 0 G.E.O.-MIRA
53154 0 GIGN-DOC
35545 0 GIGN-MONTAGNE
3965 0 GIGN-RESERVE
56539 0 GIGN-ROOK
92165 0 GIGN-TWITCH
106943 0 GSG9-BANDIT
16263 0 GSG9-BLITZ
28784 0 GSG9-IQ
137061 0 GSG9-JAGER
14920 0 GSG9-RESERVE
45963 0 JTF2-BUCK
60736 0 JTF2-FROST
35267 0 NAVYSEAL-BLACKBEARD
83866 0 NAVYSEAL-VALKYRIE
70310 0 SAS-MUTE
8829 0 SAS-RESERVE
79064 0 SAS-SLEDGE
76317 0 SAS-SMOKE
57702 0 SAS-THATCHER
24511 0 SAT-ECHO
95330 0 SAT-HIBANA
76847 0 SPETSNAZ-FUZE
79756 0 SPETSNAZ-GLAZ
45648 0 SPETSNAZ-KAPKAN
3666 0 SPETSNAZ-RESERVE
9185 0 SPETSNAZ-TACHANKA
125331 0 SWAT-ASH
37443 0 SWAT-CASTLE
71384 0 SWAT-PULSE
4373 0 SWAT-RESERVE
87853 0 SWAT-THERMITE
30629 1 BOPE-CAPITAO
90858 1 BOPE-CAVEIRA
69817 1 G.E.O.-JACKAL
57036 1 G.E.O.-MIRA
52057 1 GIGN-DOC
33846 1 GIGN-MONTAGNE
3293 1 GIGN-RESERVE
63216 1 GIGN-ROOK
101463 1 GIGN-TWITCH
108452 1 GSG9-BANDIT
16178 1 GSG9-BLITZ
29963 1 GSG9-IQ
141220 1 GSG9-JAGER
13356 1 GSG9-RESERVE
47620 1 JTF2-BUCK
68013 1 JTF2-FROST
37159 1 NAVYSEAL-BLACKBEARD
86460 1 NAVYSEAL-VALKYRIE
69848 1 SAS-MUTE
7537 1 SAS-RESERVE
83806 1 SAS-SLEDGE
74247 1 SAS-SMOKE
60427 1 SAS-THATCHER
26007 1 SAT-ECHO
102911 1 SAT-HIBANA
80509 1 SPETSNAZ-FUZE
84851 1 SPETSNAZ-GLAZ
44476 1 SPETSNAZ-KAPKAN
3120 1 SPETSNAZ-RESERVE
7999 1 SPETSNAZ-TACHANKA
135836 1 SWAT-ASH
35575 1 SWAT-CASTLE
69639 1 SWAT-PULSE
4072 1 SWAT-RESERVE
93681 1 SWAT-THERMITE
30480 0 BOPE-CAPITAO
88640 0 BOPE-CAVEIRA
68398 0 G.E.O.-JACKAL
57663 0 G.E.O.-MIRA
53793 0 GIGN-DOC
38438 0 GIGN-MONTAGNE
3953 0 GIGN-RESERVE
58919 0 GIGN-ROOK
94664 0 GIGN-TWITCH
103127 0 GSG9-BANDIT
16744 0 GSG9-BLITZ
28751 0 GSG9-IQ
134627 0 GSG9-JAGER
14003 0 GSG9-RESERVE
45958 0 JTF2-BUCK
63916 0 JTF2-FROST
36715 0 NAVYSEAL-BLACKBEARD
82444 0 NAVYSEAL-VALKYRIE
70662 0 SAS-MUTE
8658 0 SAS-RESERVE
75348 0 SAS-SLEDGE
69826 0 SAS-SMOKE
57628 0 SAS-THATCHER
22520 0 SAT-ECHO
94879 0 SAT-HIBANA
79691 0 SPETSNAZ-FUZE
77758 0 SPETSNAZ-GLAZ
42090 0 SPETSNAZ-KAPKAN
3486 0 SPETSNAZ-RESERVE
8061 0 SPETSNAZ-TACHANKA
125802 0 SWAT-ASH
39708 0 SWAT-CASTLE
70397 0 SWAT-PULSE
4385 0 SWAT-RESERVE
93255 0 SWAT-THERMITE
30519 1 BOPE-CAPITAO
93364 1 BOPE-CAVEIRA
71256 1 G.E.O.-JACKAL
59168 1 G.E.O.-MIRA
54012 1 GIGN-DOC
36360 1 GIGN-MONTAGNE
3291 1 GIGN-RESERVE
66645 1 GIGN-ROOK
102092 1 GIGN-TWITCH
107696 1 GSG9-BANDIT
16517 1 GSG9-BLITZ
28851 1 GSG9-IQ
141591 1 GSG9-JAGER
12520 1 GSG9-RESERVE
45982 1 JTF2-BUCK
73344 1 JTF2-FROST
37557 1 NAVYSEAL-BLACKBEARD
88183 1 NAVYSEAL-VALKYRIE
72708 1 SAS-MUTE
7210 1 SAS-RESERVE
77881 1 SAS-SLEDGE
69893 1 SAS-SMOKE
59578 1 SAS-THATCHER
23807 1 SAT-ECHO
99717 1 SAT-HIBANA
80989 1 SPETSNAZ-FUZE
79897 1 SPETSNAZ-GLAZ
42219 1 SPETSNAZ-KAPKAN
2962 1 SPETSNAZ-RESERVE
7185 1 SPETSNAZ-TACHANKA
131839 1 SWAT-ASH
38607 1 SWAT-CASTLE
70605 1 SWAT-PULSE
3812 1 SWAT-RESERVE
96756 1 SWAT-THERMITE
29731 0 BOPE-CAPITAO
89031 0 BOPE-CAVEIRA
62686 0 G.E.O.-JACKAL
55721 0 G.E.O.-MIRA
53536 0 GIGN-DOC
38746 0 GIGN-MONTAGNE
4085 0 GIGN-RESERVE
57416 0 GIGN-ROOK
92915 0 GIGN-TWITCH
109108 0 GSG9-BANDIT
17722 0 GSG9-BLITZ
28419 0 GSG9-IQ
138074 0 GSG9-JAGER
14875 0 GSG9-RESERVE
44599 0 JTF2-BUCK
63273 0 JTF2-FROST
36363 0 NAVYSEAL-BLACKBEARD
85289 0 NAVYSEAL-VALKYRIE
66375 0 SAS-MUTE
8336 0 SAS-RESERVE
76701 0 SAS-SLEDGE
71190 0 SAS-SMOKE
55492 0 SAS-THATCHER
24532 0 SAT-ECHO
96337 0 SAT-HIBANA
73748 0 SPETSNAZ-FUZE
83705 0 SPETSNAZ-GLAZ
40002 0 SPETSNAZ-KAPKAN
3531 0 SPETSNAZ-RESERVE
8189 0 SPETSNAZ-TACHANKA
129098 0 SWAT-ASH
37900 0 SWAT-CASTLE
74317 0 SWAT-PULSE
4639 0 SWAT-RESERVE
90621 0 SWAT-THERMITE
30234 1 BOPE-CAPITAO
92030 1 BOPE-CAVEIRA
66233 1 G.E.O.-JACKAL
56416 1 G.E.O.-MIRA
52983 1 GIGN-DOC
36793 1 GIGN-MONTAGNE
3263 1 GIGN-RESERVE
64577 1 GIGN-ROOK
100729 1 GIGN-TWITCH
111991 1 GSG9-BANDIT
17185 1 GSG9-BLITZ
29394 1 GSG9-IQ
143297 1 GSG9-JAGER
12996 1 GSG9-RESERVE
45940 1 JTF2-BUCK
71157 1 JTF2-FROST
37389 1 NAVYSEAL-BLACKBEARD
88683 1 NAVYSEAL-VALKYRIE
67580 1 SAS-MUTE
7095 1 SAS-RESERVE
80108 1 SAS-SLEDGE
69959 1 SAS-SMOKE
58293 1 SAS-THATCHER
25843 1 SAT-ECHO
102636 1 SAT-HIBANA
76198 1 SPETSNAZ-FUZE
87256 1 SPETSNAZ-GLAZ
39913 1 SPETSNAZ-KAPKAN
3062 1 SPETSNAZ-RESERVE
6973 1 SPETSNAZ-TACHANKA
137783 1 SWAT-ASH
36413 1 SWAT-CASTLE
73514 1 SWAT-PULSE
3948 1 SWAT-RESERVE
95834 1 SWAT-THERMITE
30146 0 BOPE-CAPITAO
87164 0 BOPE-CAVEIRA
83656 0 G.E.O.-JACKAL
68500 0 G.E.O.-MIRA
54094 0 GIGN-DOC
35012 0 GIGN-MONTAGNE
4013 0 GIGN-RESERVE
60130 0 GIGN-ROOK
95854 0 GIGN-TWITCH
101022 0 GSG9-BANDIT
14517 0 GSG9-BLITZ
32945 0 GSG9-IQ
133194 0 GSG9-JAGER
13316 0 GSG9-RESERVE
49254 0 JTF2-BUCK
65388 0 JTF2-FROST
36311 0 NAVYSEAL-BLACKBEARD
79828 0 NAVYSEAL-VALKYRIE
70359 0 SAS-MUTE
8557 0 SAS-RESERVE
74195 0 SAS-SLEDGE
64173 0 SAS-SMOKE
55739 0 SAS-THATCHER
22798 0 SAT-ECHO
95544 0 SAT-HIBANA
83193 0 SPETSNAZ-FUZE
61285 0 SPETSNAZ-GLAZ
42622 0 SPETSNAZ-KAPKAN
3439 0 SPETSNAZ-RESERVE
8740 0 SPETSNAZ-TACHANKA
123547 0 SWAT-ASH
42358 0 SWAT-CASTLE
68125 0 SWAT-PULSE
4381 0 SWAT-RESERVE
90413 0 SWAT-THERMITE
30773 1 BOPE-CAPITAO
91159 1 BOPE-CAVEIRA
88474 1 G.E.O.-JACKAL
70610 1 G.E.O.-MIRA
53819 1 GIGN-DOC
33041 1 GIGN-MONTAGNE
3264 1 GIGN-RESERVE
68143 1 GIGN-ROOK
103464 1 GIGN-TWITCH
104653 1 GSG9-BANDIT
13856 1 GSG9-BLITZ
33938 1 GSG9-IQ
140162 1 GSG9-JAGER
11720 1 GSG9-RESERVE
49828 1 JTF2-BUCK
74004 1 JTF2-FROST
37542 1 NAVYSEAL-BLACKBEARD
83683 1 NAVYSEAL-VALKYRIE
72569 1 SAS-MUTE
7150 1 SAS-RESERVE
77453 1 SAS-SLEDGE
63957 1 SAS-SMOKE
58148 1 SAS-THATCHER
23532 1 SAT-ECHO
101740 1 SAT-HIBANA
85496 1 SPETSNAZ-FUZE
62349 1 SPETSNAZ-GLAZ
42078 1 SPETSNAZ-KAPKAN
3043 1 SPETSNAZ-RESERVE
7570 1 SPETSNAZ-TACHANKA
130921 1 SWAT-ASH
40888 1 SWAT-CASTLE
68154 1 SWAT-PULSE
3914 1 SWAT-RESERVE
95093 1 SWAT-THERMITE
29821 0 BOPE-CAPITAO
87520 0 BOPE-CAVEIRA
72091 0 G.E.O.-JACKAL
61821 0 G.E.O.-MIRA
53586 0 GIGN-DOC
35989 0 GIGN-MONTAGNE
3813 0 GIGN-RESERVE
59720 0 GIGN-ROOK
92457 0 GIGN-TWITCH
103242 0 GSG9-BANDIT
16599 0 GSG9-BLITZ
31329 0 GSG9-IQ
135306 0 GSG9-JAGER
13460 0 GSG9-RESERVE
46151 0 JTF2-BUCK
63325 0 JTF2-FROST
35613 0 NAVYSEAL-BLACKBEARD
81790 0 NAVYSEAL-VALKYRIE
71866 0 SAS-MUTE
8671 0 SAS-RESERVE
74773 0 SAS-SLEDGE
67070 0 SAS-SMOKE
58315 0 SAS-THATCHER
22726 0 SAT-ECHO
95710 0 SAT-HIBANA
81398 0 SPETSNAZ-FUZE
77933 0 SPETSNAZ-GLAZ
41622 0 SPETSNAZ-KAPKAN
3531 0 SPETSNAZ-RESERVE
8273 0 SPETSNAZ-TACHANKA
123449 0 SWAT-ASH
40476 0 SWAT-CASTLE
69281 0 SWAT-PULSE
4585 0 SWAT-RESERVE
93150 0 SWAT-THERMITE
30473 1 BOPE-CAPITAO
91790 1 BOPE-CAVEIRA
75050 1 G.E.O.-JACKAL
63569 1 G.E.O.-MIRA
53414 1 GIGN-DOC
33851 1 GIGN-MONTAGNE
3085 1 GIGN-RESERVE
67543 1 GIGN-ROOK
99203 1 GIGN-TWITCH
108017 1 GSG9-BANDIT
15778 1 GSG9-BLITZ
31946 1 GSG9-IQ
142316 1 GSG9-JAGER
11951 1 GSG9-RESERVE
46262 1 JTF2-BUCK
72682 1 JTF2-FROST
36385 1 NAVYSEAL-BLACKBEARD
86120 1 NAVYSEAL-VALKYRIE
72995 1 SAS-MUTE
7311 1 SAS-RESERVE
77257 1 SAS-SLEDGE
67387 1 SAS-SMOKE
60330 1 SAS-THATCHER
24079 1 SAT-ECHO
100952 1 SAT-HIBANA
83570 1 SPETSNAZ-FUZE
79617 1 SPETSNAZ-GLAZ
41667 1 SPETSNAZ-KAPKAN
2942 1 SPETSNAZ-RESERVE
7189 1 SPETSNAZ-TACHANKA
129756 1 SWAT-ASH
38788 1 SWAT-CASTLE
69548 1 SWAT-PULSE
3868 1 SWAT-RESERVE
96847 1 SWAT-THERMITE
33713 0 BOPE-CAPITAO
82134 0 BOPE-CAVEIRA
94552 0 G.E.O.-JACKAL
81203 0 G.E.O.-MIRA
54846 0 GIGN-DOC
33805 0 GIGN-MONTAGNE
3612 0 GIGN-RESERVE
64122 0 GIGN-ROOK
96124 0 GIGN-TWITCH
97125 0 GSG9-BANDIT
12665 0 GSG9-BLITZ
30806 0 GSG9-IQ
130520 0 GSG9-JAGER
11702 0 GSG9-RESERVE
46621 0 JTF2-BUCK
61421 0 JTF2-FROST
37270 0 NAVYSEAL-BLACKBEARD
78037 0 NAVYSEAL-VALKYRIE
73788 0 SAS-MUTE
8111 0 SAS-RESERVE
75192 0 SAS-SLEDGE
61058 0 SAS-SMOKE
58502 0 SAS-THATCHER
23781 0 SAT-ECHO
97485 0 SAT-HIBANA
85373 0 SPETSNAZ-FUZE
46135 0 SPETSNAZ-GLAZ
43126 0 SPETSNAZ-KAPKAN
3363 0 SPETSNAZ-RESERVE
9380 0 SPETSNAZ-TACHANKA
120871 0 SWAT-ASH
44062 0 SWAT-CASTLE
65118 0 SWAT-PULSE
4152 0 SWAT-RESERVE
92707 0 SWAT-THERMITE
34537 1 BOPE-CAPITAO
85954 1 BOPE-CAVEIRA
101031 1 G.E.O.-JACKAL
83381 1 G.E.O.-MIRA
54086 1 GIGN-DOC
31924 1 GIGN-MONTAGNE
3000 1 GIGN-RESERVE
72155 1 GIGN-ROOK
105595 1 GIGN-TWITCH
101183 1 GSG9-BANDIT
12011 1 GSG9-BLITZ
31631 1 GSG9-IQ
138541 1 GSG9-JAGER
10645 1 GSG9-RESERVE
47792 1 JTF2-BUCK
69264 1 JTF2-FROST
38471 1 NAVYSEAL-BLACKBEARD
83306 1 NAVYSEAL-VALKYRIE
75179 1 SAS-MUTE
6961 1 SAS-RESERVE
77739 1 SAS-SLEDGE
60907 1 SAS-SMOKE
61211 1 SAS-THATCHER
24228 1 SAT-ECHO
104518 1 SAT-HIBANA
87685 1 SPETSNAZ-FUZE
45618 1 SPETSNAZ-GLAZ
41421 1 SPETSNAZ-KAPKAN
2811 1 SPETSNAZ-RESERVE
8056 1 SPETSNAZ-TACHANKA
129932 1 SWAT-ASH
42402 1 SWAT-CASTLE
64060 1 SWAT-PULSE
3540 1 SWAT-RESERVE
96743 1 SWAT-THERMITE
30434 0 BOPE-CAPITAO
87934 0 BOPE-CAVEIRA
69506 0 G.E.O.-JACKAL
58658 0 G.E.O.-MIRA
53490 0 GIGN-DOC
34927 0 GIGN-MONTAGNE
3822 0 GIGN-RESERVE
58336 0 GIGN-ROOK
93034 0 GIGN-TWITCH
103334 0 GSG9-BANDIT
15298 0 GSG9-BLITZ
29328 0 GSG9-IQ
134994 0 GSG9-JAGER
13135 0 GSG9-RESERVE
51485 0 JTF2-BUCK
68164 0 JTF2-FROST
36282 0 NAVYSEAL-BLACKBEARD
82106 0 NAVYSEAL-VALKYRIE
71545 0 SAS-MUTE
8432 0 SAS-RESERVE
76126 0 SAS-SLEDGE
69687 0 SAS-SMOKE
57996 0 SAS-THATCHER
22931 0 SAT-ECHO
96227 0 SAT-HIBANA
79458 0 SPETSNAZ-FUZE
78607 0 SPETSNAZ-GLAZ
39533 0 SPETSNAZ-KAPKAN
3469 0 SPETSNAZ-RESERVE
7933 0 SPETSNAZ-TACHANKA
124054 0 SWAT-ASH
39189 0 SWAT-CASTLE
69827 0 SWAT-PULSE
4473 0 SWAT-RESERVE
91955 0 SWAT-THERMITE
30608 1 BOPE-CAPITAO
92442 1 BOPE-CAVEIRA
72455 1 G.E.O.-JACKAL
59855 1 G.E.O.-MIRA
53284 1 GIGN-DOC
32326 1 GIGN-MONTAGNE
3061 1 GIGN-RESERVE
66426 1 GIGN-ROOK
100329 1 GIGN-TWITCH
107122 1 GSG9-BANDIT
14832 1 GSG9-BLITZ
29762 1 GSG9-IQ
141791 1 GSG9-JAGER
11887 1 GSG9-RESERVE
51651 1 JTF2-BUCK
78338 1 JTF2-FROST
36669 1 NAVYSEAL-BLACKBEARD
86406 1 NAVYSEAL-VALKYRIE
73922 1 SAS-MUTE
6854 1 SAS-RESERVE
78443 1 SAS-SLEDGE
69648 1 SAS-SMOKE
60283 1 SAS-THATCHER
24265 1 SAT-ECHO
101145 1 SAT-HIBANA
80752 1 SPETSNAZ-FUZE
81180 1 SPETSNAZ-GLAZ
40148 1 SPETSNAZ-KAPKAN
2798 1 SPETSNAZ-RESERVE
6990 1 SPETSNAZ-TACHANKA
130563 1 SWAT-ASH
38824 1 SWAT-CASTLE
69852 1 SWAT-PULSE
3866 1 SWAT-RESERVE
95514 1 SWAT-THERMITE
29536 0 BOPE-CAPITAO
90155 0 BOPE-CAVEIRA
64037 0 G.E.O.-JACKAL
57007 0 G.E.O.-MIRA
56235 0 GIGN-DOC
41601 0 GIGN-MONTAGNE
4121 0 GIGN-RESERVE
59845 0 GIGN-ROOK
93901 0 GIGN-TWITCH
106624 0 GSG9-BANDIT
18695 0 GSG9-BLITZ
28085 0 GSG9-IQ
137059 0 GSG9-JAGER
14993 0 GSG9-RESERVE
43441 0 JTF2-BUCK
62922 0 JTF2-FROST
36761 0 NAVYSEAL-BLACKBEARD
85128 0 NAVYSEAL-VALKYRIE
66248 0 SAS-MUTE
8611 0 SAS-RESERVE
73267 0 SAS-SLEDGE
70681 0 SAS-SMOKE
54569 0 SAS-THATCHER
21843 0 SAT-ECHO
93931 0 SAT-HIBANA
76109 0 SPETSNAZ-FUZE
84929 0 SPETSNAZ-GLAZ
42219 0 SPETSNAZ-KAPKAN
3687 0 SPETSNAZ-RESERVE
8319 0 SPETSNAZ-TACHANKA
125716 0 SWAT-ASH
37437 0 SWAT-CASTLE
71829 0 SWAT-PULSE
4454 0 SWAT-RESERVE
90627 0 SWAT-THERMITE
30578 1 BOPE-CAPITAO
92977 1 BOPE-CAVEIRA
68382 1 G.E.O.-JACKAL
57705 1 G.E.O.-MIRA
55544 1 GIGN-DOC
40228 1 GIGN-MONTAGNE
3436 1 GIGN-RESERVE
67311 1 GIGN-ROOK
102212 1 GIGN-TWITCH
109931 1 GSG9-BANDIT
18371 1 GSG9-BLITZ
28807 1 GSG9-IQ
142409 1 GSG9-JAGER
13113 1 GSG9-RESERVE
43855 1 JTF2-BUCK
71362 1 JTF2-FROST
38326 1 NAVYSEAL-BLACKBEARD
88988 1 NAVYSEAL-VALKYRIE
67176 1 SAS-MUTE
7217 1 SAS-RESERVE
76803 1 SAS-SLEDGE
69126 1 SAS-SMOKE
57145 1 SAS-THATCHER
22906 1 SAT-ECHO
100131 1 SAT-HIBANA
78724 1 SPETSNAZ-FUZE
89389 1 SPETSNAZ-GLAZ
41926 1 SPETSNAZ-KAPKAN
3104 1 SPETSNAZ-RESERVE
7011 1 SPETSNAZ-TACHANKA
134628 1 SWAT-ASH
35823 1 SWAT-CASTLE
70564 1 SWAT-PULSE
4080 1 SWAT-RESERVE
96090 1 SWAT-THERMITE
29575 0 BOPE-CAPITAO
89168 0 BOPE-CAVEIRA
68474 0 G.E.O.-JACKAL
58131 0 G.E.O.-MIRA
53359 0 GIGN-DOC
36534 0 GIGN-MONTAGNE
3991 0 GIGN-RESERVE
57753 0 GIGN-ROOK
94088 0 GIGN-TWITCH
104012 0 GSG9-BANDIT
16457 0 GSG9-BLITZ
30786 0 GSG9-IQ
136155 0 GSG9-JAGER
14441 0 GSG9-RESERVE
51628 0 JTF2-BUCK
67338 0 JTF2-FROST
36348 0 NAVYSEAL-BLACKBEARD
83117 0 NAVYSEAL-VALKYRIE
68844 0 SAS-MUTE
8777 0 SAS-RESERVE
79348 0 SAS-SLEDGE
73215 0 SAS-SMOKE
56699 0 SAS-THATCHER
22250 0 SAT-ECHO
94684 0 SAT-HIBANA
77683 0 SPETSNAZ-FUZE
71430 0 SPETSNAZ-GLAZ
39652 0 SPETSNAZ-KAPKAN
3441 0 SPETSNAZ-RESERVE
8449 0 SPETSNAZ-TACHANKA
125432 0 SWAT-ASH
38344 0 SWAT-CASTLE
71852 0 SWAT-PULSE
4369 0 SWAT-RESERVE
89209 0 SWAT-THERMITE
30391 1 BOPE-CAPITAO
92690 1 BOPE-CAVEIRA
72536 1 G.E.O.-JACKAL
58665 1 G.E.O.-MIRA
52593 1 GIGN-DOC
35011 1 GIGN-MONTAGNE
3195 1 GIGN-RESERVE
65237 1 GIGN-ROOK
102624 1 GIGN-TWITCH
107577 1 GSG9-BANDIT
16046 1 GSG9-BLITZ
32044 1 GSG9-IQ
141641 1 GSG9-JAGER
12645 1 GSG9-RESERVE
52561 1 JTF2-BUCK
76181 1 JTF2-FROST
37745 1 NAVYSEAL-BLACKBEARD
86935 1 NAVYSEAL-VALKYRIE
70206 1 SAS-MUTE
7280 1 SAS-RESERVE
82679 1 SAS-SLEDGE
72264 1 SAS-SMOKE
59411 1 SAS-THATCHER
23387 1 SAT-ECHO
101237 1 SAT-HIBANA
80227 1 SPETSNAZ-FUZE
73624 1 SPETSNAZ-GLAZ
38973 1 SPETSNAZ-KAPKAN
2939 1 SPETSNAZ-RESERVE
7453 1 SPETSNAZ-TACHANKA
133656 1 SWAT-ASH
37042 1 SWAT-CASTLE
70631 1 SWAT-PULSE
3830 1 SWAT-RESERVE
93811 1 SWAT-THERMITE
15239 0 BOPE-CAPITAO
43862 0 BOPE-CAVEIRA
37869 0 G.E.O.-JACKAL
30245 0 G.E.O.-MIRA
27415 0 GIGN-DOC
18642 0 GIGN-MONTAGNE
2004 0 GIGN-RESERVE
30003 0 GIGN-ROOK
48329 0 GIGN-TWITCH
50080 0 GSG9-BANDIT
7509 0 GSG9-BLITZ
14425 0 GSG9-IQ
65140 0 GSG9-JAGER
6548 0 GSG9-RESERVE
22069 0 JTF2-BUCK
31090 0 JTF2-FROST
18254 0 NAVYSEAL-BLACKBEARD
40264 0 NAVYSEAL-VALKYRIE
33097 0 SAS-MUTE
4140 0 SAS-RESERVE
35701 0 SAS-SLEDGE
31262 0 SAS-SMOKE
26675 0 SAS-THATCHER
9965 0 SAT-ECHO
45891 0 SAT-HIBANA
40297 0 SPETSNAZ-FUZE
30146 0 SPETSNAZ-GLAZ
20721 0 SPETSNAZ-KAPKAN
1719 0 SPETSNAZ-RESERVE
3887 0 SPETSNAZ-TACHANKA
60471 0 SWAT-ASH
19417 0 SWAT-CASTLE
33649 0 SWAT-PULSE
2236 0 SWAT-RESERVE
43871 0 SWAT-THERMITE
15607 1 BOPE-CAPITAO
45917 1 BOPE-CAVEIRA
39582 1 G.E.O.-JACKAL
30612 1 G.E.O.-MIRA
27438 1 GIGN-DOC
18210 1 GIGN-MONTAGNE
1626 1 GIGN-RESERVE
33863 1 GIGN-ROOK
52920 1 GIGN-TWITCH
51547 1 GSG9-BANDIT
7188 1 GSG9-BLITZ
14703 1 GSG9-IQ
68428 1 GSG9-JAGER
5951 1 GSG9-RESERVE
22261 1 JTF2-BUCK
35362 1 JTF2-FROST
18288 1 NAVYSEAL-BLACKBEARD
42213 1 NAVYSEAL-VALKYRIE
33934 1 SAS-MUTE
3598 1 SAS-RESERVE
37290 1 SAS-SLEDGE
30630 1 SAS-SMOKE
27966 1 SAS-THATCHER
10165 1 SAT-ECHO
49114 1 SAT-HIBANA
41434 1 SPETSNAZ-FUZE
31163 1 SPETSNAZ-GLAZ
20627 1 SPETSNAZ-KAPKAN
1421 1 SPETSNAZ-RESERVE
3440 1 SPETSNAZ-TACHANKA
64879 1 SWAT-ASH
18837 1 SWAT-CASTLE
33333 1 SWAT-PULSE
1892 1 SWAT-RESERVE
46141 1 SWAT-THERMITE
